Item,TypeID,Volume_m3,Region_1,Region_2,Buy1,Sell1,Buy2,Sell2,Fee_per_m3,Profit_1,Profit_2,Profit_3,Profit_4,ROI_1,ROI_2,ROI_3,ROI_4,Timestamp
True Sansha Warp Disruptor,14248,5.0,jita,C-J6MT,127300000.0,137500000.0,14080000.0,162000000.0,1200,-113226000.0,-123426000.0,34694000.0,24494000.0,-0.889400342481894,-0.8976044681686617,0.272524468603208,0.17813040885488632,2025-10-30 18:30:31.091834
Pithum A-Type EM Shield Amplifier,19231,5.0,jita,C-J6MT,86280000.0,96710000.0,21710000.0,112800000.0,1200,-64576000.0,-75006000.0,26514000.0,16084000.0,-0.7483948728646594,-0.7755283510484304,0.3072804394687435,0.1663013358699698,2025-10-30 18:30:30.956402
Federation Navy Stasis Webifier,17559,5.0,jita,C-J6MT,48510000.0,50800000.0,40320000.0,65000000.0,1200,-8196000.0,-10486000.0,16484000.0,14194000.0,-0.1689339599307445,-0.20639294571507302,0.3397642015005359,0.2793764516002047,2025-10-30 18:30:30.779599
Zor's Custom Navigation Hyper-Link,24663,1.0,jita,C-J6MT,83990000.0,91560000.0,0.0,99980000.0,1200,-83991200.0,-91561200.0,15988800.0,8418800.0,-1.0,-1.0,0.19036279991237176,0.09194724402913024,2025-10-30 18:30:31.108265
Warp Disruption Field Generator II,4248,50.0,jita,C-J6MT,3178000.0,10920000.0,5013000.0,16670000.0,1200,1775000.0,-5967000.0,13432000.0,5690000.0,0.5481778875849289,-0.5434426229508197,4.148239654107473,0.5182149362477231,2025-10-30 18:30:31.097988
Republic Fleet Large Shield Extender,31932,20.0,jita,C-J6MT,31610000.0,32950000.0,27120000.0,38980000.0,1200,-4514000.0,-5854000.0,7346000.0,6006000.0,-0.14269456913447556,-0.17753381452053132,0.23221849908326483,0.1821435070055195,2025-10-30 18:30:30.991410
Eifyr and Co. 'Rogue' Navigation NN-603,13237,1.0,jita,C-J6MT,16010000.0,18330000.0,20000000.0,21160000.0,1200,3988800.0,1668800.0,5148800.0,2828800.0,0.24912561207154993,0.09103604783102033,0.3215748975716998,0.1543161386052195,2025-10-30 18:30:30.767222
Medium Proton Smartbomb II,3939,10.0,jita,C-J6MT,52800.0,983600.0,2330.0,2000000.0,1200,-62470.0,-993270.0,1935200.0,1004400.0,-0.9640432098765432,-0.9976597026918441,29.864197530864196,1.008838891120932,2025-10-30 18:30:30.889387
1400mm Howitzer Artillery II,2961,20.0,jita,C-J6MT,6503000.0,6933000.0,5551000.0,8377000.0,1200,-976000.0,-1406000.0,1850000.0,1420000.0,-0.14953271028037382,-0.2020986057208567,0.2834380266584955,0.20411096737099324,2025-10-30 18:30:30.638012
Small Particle Dispersion Projector II,31304,5.0,jita,C-J6MT,1223000.0,3608000.0,0.0,2900000.0,1200,-1229000.0,-3614000.0,1671000.0,-714000.0,-1.0,-1.0,1.3596419853539463,-0.1975650249031544,2025-10-30 18:30:31.052962
Medium Hydraulic Bay Thrusters II,31606,10.0,jita,C-J6MT,5830000.0,6251000.0,4500000.0,7479000.0,1200,-1342000.0,-1763000.0,1637000.0,1216000.0,-0.2297158507360493,-0.28149449145776784,0.28021225607668604,0.19415615519718984,2025-10-30 18:30:30.881105
Small Hybrid Burst Aerator II,31532,5.0,jita,C-J6MT,0.0,1610000.0,486600.0,1560000.0,1200,480600.0,-1129400.0,1554000.0,-56000.0,80.1,-0.6988861386138614,259.0,-0.034653465346534656,2025-10-30 18:30:31.050902
Defender Launcher I,44102,5.0,jita,C-J6MT,7116000.0,8374000.0,3092000.0,8599000.0,1200,-4030000.0,-5288000.0,1477000.0,219000.0,-0.5658522886829542,-0.6310262529832935,0.20738556585228868,0.02613365155131265,2025-10-30 18:30:30.750653
Heavy Energy Neutralizer II,12271,5.0,jita,C-J6MT,5866000.0,6454000.0,3029000.0,7252000.0,1200,-2843000.0,-3431000.0,1380000.0,792000.0,-0.48416212534059944,-0.5311145510835913,0.23501362397820164,0.12260061919504645,2025-10-30 18:30:30.798374
Republic Fleet Medium Shield Extender,31928,10.0,jita,C-J6MT,16580000.0,17920000.0,6072000.0,17900000.0,1200,-10520000.0,-11860000.0,1308000.0,-32000.0,-0.6340405014464803,-0.6613874637519518,0.07883317261330762,-0.0017845192951148785,2025-10-30 18:30:30.993479
